price,num_subscribers,num_reviews,num_lectures,content_duration,published_timestamp,subject
40,124,8,14,1,2017-03-29T00:36:48Z,Musical Instruments
70,2002,34,33,4,2015-07-16T17:07:49Z,Musical Instruments
0,14495,224,21,2,2014-08-07T20:32:27Z,Musical Instruments
120,746,82,40,5.5,2015-11-17T21:30:46Z,Musical Instruments
30,920,31,9,1,2016-01-12T20:59:18Z,Musical Instruments
175,362,38,27,2.5,2016-11-12T15:05:19Z,Musical Instruments
75,927,35,123,11.5,2015-09-01T17:47:10Z,Musical Instruments
20,953,11,13,2,2015-08-07T22:08:40Z,Musical Instruments
35,469,38,30,4,2015-09-28T22:00:17Z,Musical Instruments
50,450,15,7,1.5,2016-07-25T17:08:52Z,Musical Instruments
120,600,27,30,3,2015-09-02T18:48:15Z,Musical Instruments
70,1018,12,22,5,2015-10-26T20:04:21Z,Musical Instruments
50,181,34,32,5,2014-06-25T21:27:25Z,Musical Instruments
0,8240,31,6,1.5,2013-11-23T12:27:56Z,Musical Instruments
200,582,49,51,5.5,2014-12-18T20:57:56Z,Musical Instruments
85,1235,46,131,7.5,2013-06-10T16:25:30Z,Musical Instruments
150,380,113,49,4,2015-04-15T16:33:43Z,Musical Instruments
20,1842,21,28,1.5,2013-12-12T07:09:21Z,Musical Instruments
35,3137,18,68,1.5,2014-09-18T05:07:05Z,Musical Instruments
0,4967,308,12,0.5,2017-02-13T23:03:35Z,Musical Instruments
50,2154,40,16,1,2015-07-06T23:16:45Z,Musical Instruments
20,936,9,12,0.666666667,2016-09-12T17:49:04Z,Musical Instruments
45,1224,17,32,1.5,2016-09-28T03:04:52Z,Musical Instruments
95,1030,1,44,4.5,2017-03-03T22:16:24Z,Musical Instruments
0,14922,772,8,0.666666667,2015-08-16T20:38:49Z,Musical Instruments
50,2788,52,41,1.5,2015-07-01T21:34:49Z,Musical Instruments
20,2686,10,32,6,2016-02-02T19:37:04Z,Musical Instruments
200,1594,4,34,1.5,2017-04-18T16:33:28Z,Musical Instruments
50,1018,4,63,1.5,2016-10-30T20:20:10Z,Musical Instruments
50,1194,9,29,2,2017-05-02T05:12:51Z,Musical Instruments
0,270,1,24,1.5,2017-07-03T20:21:23Z,Musical Instruments
0,3325,28,5,1,2016-02-15T17:04:24Z,Musical Instruments
40,172,26,15,2.5,2016-04-13T05:27:23Z,Musical Instruments
70,834,3,35,1,2015-11-10T20:59:52Z,Musical Instruments
200,382,21,25,2.5,2015-04-20T18:28:10Z,Musical Instruments
85,452,5,23,4.5,2016-08-29T18:53:27Z,Musical Instruments
0,5543,107,29,4,2015-03-03T00:09:19Z,Musical Instruments
25,153,9,27,2.5,2017-02-13T23:03:20Z,Musical Instruments
20,1582,11,6,0.483333333,2014-06-13T00:34:26Z,Musical Instruments
20,560,8,9,1,2016-03-18T00:49:32Z,Musical Instruments
40,111,15,12,1.5,2016-04-13T06:26:47Z,Musical Instruments
40,1060,3,15,1.5,2015-11-22T23:56:07Z,Musical Instruments
95,452,10,18,2.5,2017-05-14T14:30:46Z,Musical Instruments
45,2346,11,14,0.65,2014-10-08T22:07:46Z,Musical Instruments
100,103,2,11,1,2017-05-31T20:30:26Z,Musical Instruments
50,833,6,70,1.5,2016-11-03T16:46:58Z,Musical Instruments
50,2358,3,26,1,2016-03-31T18:31:08Z,Musical Instruments
20,1814,28,22,2,2016-03-02T18:06:21Z,Musical Instruments
35,2543,44,17,2,2014-02-12T17:15:13Z,Musical Instruments
0,3042,40,13,0.566666667,2016-12-13T16:13:47Z,Musical Instruments
50,809,5,57,1.5,2016-10-30T16:33:51Z,Musical Instruments
0,9351,331,21,2,2017-05-01T02:32:12Z,Musical Instruments
70,811,129,52,3.5,2016-03-16T15:28:29Z,Musical Instruments
120,1424,71,16,1.5,2014-12-28T22:17:41Z,Musical Instruments
50,193,20,31,1,2015-12-10T22:33:58Z,Musical Instruments
45,65,18,56,10,2017-05-01T19:01:49Z,Musical Instruments
50,59,8,29,1.5,2016-11-24T22:40:05Z,Musical Instruments
30,545,5,10,1,2014-08-25T13:52:11Z,Musical Instruments
30,668,39,46,11.5,2013-07-11T23:06:29Z,Musical Instruments
40,100,15,14,1.5,2016-11-20T22:46:31Z,Musical Instruments
0,5769,78,29,1,2015-01-22T03:23:59Z,Musical Instruments
60,293,30,162,18.5,2016-04-11T23:01:29Z,Musical Instruments
50,492,10,17,1.5,2016-03-07T20:53:38Z,Musical Instruments
50,500,39,74,5,2015-01-01T01:25:25Z,Musical Instruments
150,346,26,59,4.5,2015-11-20T23:32:08Z,Musical Instruments
65,353,13,25,1,2015-06-25T22:54:11Z,Musical Instruments
50,1174,39,23,1.5,2016-12-23T22:52:59Z,Musical Instruments
25,1513,38,19,1.5,2015-06-21T20:31:22Z,Musical Instruments
0,6292,183,38,1,2016-05-30T21:02:20Z,Musical Instruments
0,6853,398,23,0.616666667,2015-03-30T22:01:08Z,Musical Instruments
40,475,125,36,2,2016-02-21T15:14:52Z,Musical Instruments
20,776,79,89,4,2015-08-05T00:29:09Z,Musical Instruments
20,1337,17,21,1,2016-01-18T18:17:05Z,Musical Instruments
50,701,4,62,1.5,2016-11-03T16:59:45Z,Musical Instruments
200,1350,65,55,6.5,2015-01-04T21:14:31Z,Musical Instruments
25,1141,88,74,8.5,2015-05-28T16:46:33Z,Musical Instruments
55,1203,26,10,1,2015-10-12T18:25:15Z,Musical Instruments
0,5188,410,58,3,2015-07-26T18:08:47Z,Musical Instruments
50,0,0,31,1,2016-04-11T04:14:05Z,Musical Instruments
0,462,6,23,3.5,2014-05-17T04:00:12Z,Musical Instruments
200,75499,7676,362,30,2014-08-07T06:27:51Z,Musical Instruments
200,21701,1340,136,9.5,2015-04-28T17:27:26Z,Musical Instruments
50,3157,375,32,3,2016-12-08T16:21:16Z,Musical Instruments
145,32935,2713,310,34,2013-05-29T15:24:47Z,Musical Instruments
50,10869,2257,104,5,2015-04-29T23:49:34Z,Musical Instruments
200,5316,159,291,31,2016-10-16T18:25:57Z,Musical Instruments
50,4192,128,34,1.5,2015-11-30T21:49:37Z,Musical Instruments
200,8857,718,131,15.5,2014-04-27T16:25:44Z,Musical Instruments
50,10435,665,23,1.5,2016-09-15T22:49:21Z,Musical Instruments
200,8113,79,124,11.5,2017-05-15T23:04:11Z,Musical Instruments
200,7178,260,144,8.5,2014-04-12T17:29:32Z,Musical Instruments
150,2102,33,99,9,2017-02-25T00:22:55Z,Musical Instruments
45,1329,52,35,1.5,2016-07-28T03:33:36Z,Musical Instruments
45,1220,13,26,1.5,2016-08-26T16:15:07Z,Musical Instruments
200,3206,18,17,1,2015-11-22T18:38:28Z,Musical Instruments
75,482,1,47,1.5,2017-04-26T18:34:57Z,Musical Instruments
50,2498,12,25,3.5,2017-03-30T22:39:31Z,Musical Instruments
35,478,3,18,1,2017-05-01T21:48:41Z,Musical Instruments
200,1788,89,33,6,2016-10-25T20:21:51Z,Musical Instruments
50,1249,6,69,1.5,2016-11-14T19:17:21Z,Musical Instruments
50,1976,252,16,1,2014-11-25T16:20:58Z,Musical Instruments
100,567,37,24,1.5,2016-08-29T19:12:11Z,Musical Instruments
50,2045,8,24,2,2016-08-25T19:22:05Z,Musical Instruments
50,1204,8,56,1.5,2016-10-30T16:24:37Z,Musical Instruments
60,1227,2,26,0.633333333,2016-10-25T18:48:51Z,Musical Instruments
0,47652,1141,26,4,2013-05-29T15:28:07Z,Musical Instruments
40,1638,3,17,1.5,2016-06-28T15:36:21Z,Musical Instruments
60,568,8,65,5,2017-03-21T22:54:24Z,Musical Instruments
55,3013,15,28,1.5,2015-06-14T19:04:21Z,Musical Instruments
45,2795,26,25,1,2015-05-22T20:01:12Z,Musical Instruments
40,491,5,29,2.5,2017-03-30T16:37:29Z,Musical Instruments
50,1018,2,5,1.5,2016-12-15T21:57:42Z,Musical Instruments
70,2164,10,30,1,2015-11-04T21:02:58Z,Musical Instruments
95,2415,16,115,2.5,2015-02-17T18:46:37Z,Musical Instruments
0,2285,34,22,2,2017-02-25T00:24:16Z,Musical Instruments
40,1268,10,30,1,2015-11-10T20:37:08Z,Musical Instruments
95,2026,3,62,2.5,2017-03-09T16:25:04Z,Musical Instruments
95,2164,10,113,2,2016-11-07T14:54:19Z,Musical Instruments
45,969,2,17,1,2017-06-04T18:56:32Z,Musical Instruments
145,1987,11,161,14,2017-05-31T18:38:06Z,Musical Instruments
50,1319,101,21,1,2016-08-09T17:21:24Z,Musical Instruments
20,4560,177,22,1.5,2015-08-17T19:01:04Z,Musical Instruments
75,1593,1,41,1,2017-04-12T19:06:34Z,Musical Instruments
200,6565,55,56,4,2015-08-04T17:40:13Z,Musical Instruments
200,4133,173,224,28.5,2014-05-19T00:26:06Z,Musical Instruments
50,1541,14,42,1,2016-10-29T14:56:51Z,Musical Instruments
20,14560,20,32,2,2013-06-16T17:54:10Z,Musical Instruments
50,7140,72,26,1.5,2013-08-11T20:39:24Z,Musical Instruments
50,1495,26,36,2.5,2016-12-28T03:33:30Z,Musical Instruments
25,1200,35,10,0.6,2016-10-04T13:59:25Z,Musical Instruments
50,1674,4,24,1,2017-01-25T14:41:57Z,Musical Instruments
40,54,6,10,1,2017-06-16T22:01:09Z,Musical Instruments
75,940,3,32,0.616666667,2017-02-21T23:44:49Z,Musical Instruments
30,1152,16,42,2.5,2017-01-26T22:37:15Z,Musical Instruments
95,2558,19,16,3,2016-10-19T03:26:29Z,Musical Instruments
75,850,3,43,1,2017-02-21T23:48:18Z,Musical Instruments
25,3937,54,20,1.5,2015-12-03T21:26:09Z,Musical Instruments
100,6271,68,75,5,2013-06-27T21:55:17Z,Musical Instruments
60,4557,21,77,5.5,2016-01-05T22:39:04Z,Musical Instruments
115,5292,38,85,10.5,2016-12-27T19:52:54Z,Musical Instruments
95,4982,276,240,23,2015-08-20T21:25:34Z,Musical Instruments
50,4733,11,15,1.5,2017-05-27T00:12:52Z,Musical Instruments
100,3371,175,42,3,2015-11-12T01:10:55Z,Musical Instruments
55,1409,41,17,1.5,2016-12-21T00:56:03Z,Musical Instruments
20,26504,192,82,2.5,2012-10-21T20:36:50Z,Musical Instruments
45,3141,10,15,1,2017-02-02T18:41:15Z,Musical Instruments
200,1449,136,88,7,2016-10-24T18:22:57Z,Musical Instruments
75,2692,29,14,1.5,2016-10-29T21:58:01Z,Musical Instruments
50,3312,107,21,1.5,2016-06-27T23:12:31Z,Musical Instruments
65,2015,3,21,0.733333333,2017-03-08T17:53:36Z,Musical Instruments
65,2015,2,25,1,2017-03-08T18:09:32Z,Musical Instruments
30,7,2,13,1,2016-05-24T17:31:13Z,Musical Instruments
20,228,2,64,8,2014-05-13T21:12:45Z,Musical Instruments
20,65,5,13,4,2013-11-25T15:20:27Z,Musical Instruments
0,1094,45,11,1,2016-04-23T21:23:20Z,Musical Instruments
25,60,6,38,4.5,2015-12-15T17:54:31Z,Musical Instruments
20,83,4,9,0.666666667,2014-09-19T06:03:03Z,Musical Instruments
40,122,2,29,1.5,2015-11-12T17:59:28Z,Musical Instruments
50,106,7,89,6,2015-04-16T16:43:45Z,Musical Instruments
35,55,2,30,2,2016-07-02T14:48:10Z,Musical Instruments
30,77,4,14,2,2015-10-13T20:36:14Z,Musical Instruments
50,92,1,25,6,2016-04-22T23:43:37Z,Musical Instruments
20,29,4,37,3.5,2016-04-20T23:05:39Z,Musical Instruments
0,8217,109,10,1,2013-09-30T20:45:20Z,Musical Instruments
20,1305,25,68,6.5,2015-08-18T20:00:20Z,Musical Instruments
20,916,26,16,0.666666667,2016-02-22T17:09:58Z,Musical Instruments
85,2357,15,53,5,2013-05-02T11:38:58Z,Musical Instruments
30,1951,88,78,5,2012-06-02T21:40:53Z,Musical Instruments
125,1284,136,40,12.5,2013-11-28T08:54:00Z,Musical Instruments
70,769,10,33,1,2015-11-02T21:50:52Z,Musical Instruments
75,3122,6,80,4,2013-10-27T15:18:29Z,Musical Instruments
50,1269,27,51,3,2016-04-28T18:21:33Z,Musical Instruments
0,1618,4,15,3,2017-06-19T20:58:55Z,Musical Instruments
150,89,7,35,3,2016-12-26T15:21:25Z,Musical Instruments
45,66,9,8,1,2016-11-25T22:42:01Z,Musical Instruments
20,630,25,27,1,2015-12-01T19:23:03Z,Musical Instruments
45,249,33,61,4,2015-06-02T19:50:16Z,Musical Instruments
45,198,11,34,5,2016-02-13T20:32:55Z,Musical Instruments
40,84,4,10,2.5,2016-04-13T05:42:43Z,Musical Instruments
40,58,5,11,0.583333333,2015-08-17T18:39:16Z,Musical Instruments
75,186,35,56,3,2016-02-05T21:40:53Z,Musical Instruments
25,21,4,12,0.5,2017-03-21T18:31:45Z,Musical Instruments
40,431,2,11,1,2016-01-04T21:22:38Z,Musical Instruments
20,53,5,9,0.583333333,2015-08-17T19:02:38Z,Musical Instruments
0,2610,28,24,3.5,2016-04-20T15:48:09Z,Musical Instruments
20,26,2,26,1,2016-02-01T05:42:39Z,Musical Instruments
20,32,3,22,1.5,2013-07-26T21:26:05Z,Musical Instruments
0,1631,23,6,0.733333333,2015-11-23T18:07:41Z,Musical Instruments
60,12,4,34,1.5,2017-04-11T19:15:27Z,Musical Instruments
30,12,2,13,2,2016-03-24T15:26:48Z,Musical Instruments
40,236,0,18,1.5,2016-05-18T18:46:00Z,Musical Instruments
75,7,2,14,1,2016-03-29T00:12:02Z,Musical Instruments
30,11,2,16,3,2016-04-13T18:47:40Z,Musical Instruments
95,11,2,34,3,2016-04-14T17:33:44Z,Musical Instruments
20,12,1,13,1.5,2014-08-21T01:51:51Z,Musical Instruments
50,135,1,28,6.5,2016-04-01T16:31:20Z,Musical Instruments
50,5,1,8,1,2015-07-21T18:25:38Z,Musical Instruments
50,57,6,57,7,2016-04-22T23:49:11Z,Musical Instruments
25,7,1,27,3.5,2017-05-23T23:51:34Z,Musical Instruments
35,73,3,15,2,2014-03-23T15:23:01Z,Musical Instruments
20,35,4,26,3,2016-09-14T16:38:02Z,Musical Instruments
60,30,3,39,3,2015-11-22T18:35:43Z,Musical Instruments
195,32,1,39,2.5,2017-04-25T14:57:21Z,Musical Instruments
50,39,2,136,8,2016-07-05T23:21:53Z,Musical Instruments
50,90,2,61,2.5,2015-04-16T16:55:20Z,Musical Instruments
40,37,3,19,2,2016-04-13T06:52:29Z,Musical Instruments
65,42,2,37,4,2015-10-24T00:09:09Z,Musical Instruments
20,276,2,62,5.5,2014-05-12T13:38:56Z,Musical Instruments
50,88,1,48,3,2015-09-24T00:34:24Z,Musical Instruments
30,10,0,12,2,2016-08-06T15:31:24Z,Musical Instruments
95,11,0,41,3,2016-02-26T20:26:41Z,Musical Instruments
35,29,0,14,1,2014-05-26T13:25:00Z,Musical Instruments
50,7,0,10,1,2016-08-29T21:48:56Z,Musical Instruments
30,9,0,10,2,2016-05-05T19:36:14Z,Musical Instruments
20,8,0,11,1.5,2016-06-26T16:57:13Z,Musical Instruments
50,8,0,10,1,2016-06-21T02:40:52Z,Musical Instruments
95,8,0,50,4,2016-04-12T19:38:48Z,Musical Instruments
35,17,0,7,1.5,2014-04-04T15:14:37Z,Musical Instruments
75,2,0,24,1.5,2017-06-19T21:42:44Z,Musical Instruments
50,4,0,18,0.733333333,2017-03-07T23:22:53Z,Musical Instruments
25,8,0,12,1,2015-10-28T20:33:28Z,Musical Instruments
100,122,3,59,3.5,2015-11-14T00:42:39Z,Musical Instruments
55,5,2,19,2,2017-05-18T07:14:21Z,Musical Instruments
25,11,3,23,0.6,2017-06-02T15:54:33Z,Musical Instruments
20,36,6,30,2,2015-06-09T18:19:36Z,Musical Instruments
30,111,3,18,1.5,2015-10-07T18:01:05Z,Musical Instruments
0,888,64,25,1.5,2016-10-17T19:14:29Z,Musical Instruments
20,53,5,39,3,2016-06-01T17:36:30Z,Musical Instruments
20,65,7,77,2.5,2015-06-09T17:39:42Z,Musical Instruments
25,38,7,51,4.5,2016-02-03T03:04:26Z,Musical Instruments
20,18,4,31,1.5,2015-09-13T23:49:34Z,Musical Instruments
50,22,4,21,3.5,2014-05-19T15:58:53Z,Musical Instruments
50,211,12,30,1.5,2015-10-08T18:06:24Z,Musical Instruments
50,10,3,10,2.5,2016-08-26T21:11:24Z,Musical Instruments
35,12,3,14,1,2016-04-27T03:55:07Z,Musical Instruments
50,17,1,22,2.5,2014-05-19T16:06:25Z,Musical Instruments
50,11,1,37,2.5,2014-05-09T19:48:53Z,Musical Instruments
20,8,1,26,3.5,2014-05-16T17:23:28Z,Musical Instruments
20,7,1,46,2,2015-01-22T19:34:43Z,Musical Instruments
50,6,2,23,3,2014-05-19T16:51:41Z,Musical Instruments
20,2,0,21,1,2017-06-17T23:48:41Z,Musical Instruments
70,5,0,10,1.5,2017-04-12T08:28:40Z,Musical Instruments
50,14,2,71,3.5,2014-05-16T17:07:11Z,Musical Instruments
20,11,2,183,2,2015-06-09T17:18:29Z,Musical Instruments
50,11,0,27,3,2014-05-05T22:03:41Z,Musical Instruments
35,57,9,9,0.55,2015-03-15T18:06:30Z,Musical Instruments
20,377,8,14,1.5,2014-01-30T16:29:05Z,Musical Instruments
20,273,4,6,1.5,2014-01-16T17:22:04Z,Musical Instruments
50,406,10,25,2,2013-12-13T10:01:14Z,Musical Instruments
195,556,11,27,4,2014-01-27T23:26:57Z,Musical Instruments
95,115,17,17,1.5,2015-08-10T23:51:56Z,Musical Instruments
20,420,2,13,1,2015-07-23T20:14:45Z,Musical Instruments
40,32,3,11,1,2017-02-07T03:15:40Z,Musical Instruments
65,26,5,23,3,2017-05-02T16:26:45Z,Musical Instruments
45,116,7,27,2,2016-02-14T22:15:09Z,Musical Instruments
50,425,7,192,6,2015-01-16T00:54:01Z,Musical Instruments
20,736,6,46,5,2014-04-01T22:01:27Z,Musical Instruments
40,68,9,56,4,2016-11-14T15:36:35Z,Musical Instruments
20,104,0,9,0.533333333,2017-04-24T19:51:27Z,Musical Instruments
75,189,18,101,4.5,2016-01-10T21:39:42Z,Musical Instruments
20,738,6,64,9.5,2012-10-13T23:40:19Z,Musical Instruments
20,365,10,12,0.533333333,2014-08-13T01:32:18Z,Musical Instruments
20,146,5,15,1,2014-01-30T22:43:42Z,Musical Instruments
50,383,4,9,1,2015-11-11T00:25:06Z,Musical Instruments
100,92,5,71,3.5,2014-11-05T18:40:00Z,Musical Instruments
80,291,14,39,3,2015-10-28T19:19:33Z,Musical Instruments
40,61,3,9,1.5,2016-04-13T06:29:50Z,Musical Instruments
50,288,15,100,6,2014-10-29T19:42:29Z,Musical Instruments
20,78,8,24,1.5,2016-07-18T19:42:57Z,Musical Instruments
30,594,3,33,2,2014-11-26T03:57:18Z,Musical Instruments
40,489,5,35,4,2015-10-26T22:01:15Z,Musical Instruments
20,13,3,9,1,2014-08-18T22:26:24Z,Musical Instruments
50,103,33,309,38,2014-10-30T14:39:14Z,Musical Instruments
50,231,7,110,9,2015-03-04T22:36:26Z,Musical Instruments
50,44,3,34,2,2017-03-13T22:15:23Z,Musical Instruments
25,261,4,17,1.5,2014-11-06T10:11:14Z,Musical Instruments
50,114,15,13,1.5,2015-04-27T20:20:47Z,Musical Instruments
20,45,4,48,1.5,2014-05-01T15:32:23Z,Musical Instruments
0,3167,161,34,0.616666667,2014-07-19T10:32:00Z,Musical Instruments
35,105,9,23,3,2016-02-15T18:14:23Z,Musical Instruments
90,85,22,20,2,2016-08-21T18:50:26Z,Musical Instruments
20,335,32,25,2,2012-12-24T22:17:59Z,Musical Instruments
0,4452,263,14,1,2014-08-23T05:08:14Z,Musical Instruments
20,332,23,42,2,2013-07-06T10:46:25Z,Musical Instruments
25,287,42,27,6,2016-01-27T23:12:19Z,Musical Instruments
0,1876,109,11,0.55,2016-04-27T17:58:22Z,Musical Instruments
40,113,4,18,1.5,2016-06-29T01:27:47Z,Musical Instruments
75,158,17,59,2.5,2014-07-28T13:55:43Z,Musical Instruments
35,480,12,123,7,2014-12-27T21:54:35Z,Musical Instruments
85,228,26,215,10.5,2014-06-30T12:29:38Z,Musical Instruments
55,42,5,19,1.5,2016-12-22T14:13:13Z,Musical Instruments
40,10,4,35,1.5,2017-02-27T17:00:03Z,Musical Instruments
45,103,1,46,3.5,2017-02-20T17:32:01Z,Musical Instruments
20,75,7,22,1.5,2015-11-01T20:45:47Z,Musical Instruments
25,66,6,38,2.5,2014-05-05T20:37:22Z,Musical Instruments
70,61,9,30,4,2016-02-12T18:14:24Z,Musical Instruments
50,184,5,107,8.5,2015-04-15T17:32:56Z,Musical Instruments
30,24,2,38,3.5,2017-04-24T16:09:35Z,Musical Instruments
50,205,4,95,5,2015-09-07T23:28:56Z,Musical Instruments
20,19,4,83,3.5,2016-05-12T19:17:21Z,Musical Instruments
50,120,6,106,8,2015-04-16T16:29:41Z,Musical Instruments
50,232,11,97,7,2015-01-01T01:24:20Z,Musical Instruments
50,148,3,77,4.5,2015-01-01T01:23:28Z,Musical Instruments
20,10,1,9,0.716666667,2014-05-16T17:03:56Z,Musical Instruments
100,72,2,24,1.5,2016-03-31T17:10:42Z,Musical Instruments
100,172,2,41,3,2016-05-02T19:34:42Z,Musical Instruments
50,10,4,22,2.5,2014-05-09T19:52:20Z,Musical Instruments
85,25,2,30,2.5,2017-03-03T18:54:28Z,Musical Instruments
200,1,1,22,1,2017-06-21T17:19:26Z,Musical Instruments
50,13,2,23,3.5,2014-05-07T21:26:44Z,Musical Instruments
20,69,1,53,3,2015-11-07T23:09:05Z,Musical Instruments
50,10,2,17,3,2014-05-19T16:46:59Z,Musical Instruments
50,25,1,321,3.5,2016-12-27T14:51:32Z,Musical Instruments
55,21,3,32,6,2016-02-27T23:31:36Z,Musical Instruments
35,5,1,17,4,2017-03-28T18:15:08Z,Musical Instruments
65,418,2,30,3,2016-07-21T23:18:55Z,Musical Instruments
195,113,2,34,2,2015-04-21T23:43:30Z,Musical Instruments
50,78,6,45,7,2014-01-16T17:21:49Z,Musical Instruments
95,51,7,42,3,2016-03-23T15:33:31Z,Musical Instruments
20,58,1,10,0.733333333,2015-12-17T18:29:20Z,Musical Instruments
40,56,3,28,2,2016-04-13T06:57:11Z,Musical Instruments
35,162,3,14,2,2014-03-02T13:14:08Z,Musical Instruments
0,2577,30,6,0.616666667,2015-07-03T19:07:11Z,Musical Instruments
20,62,1,11,1,2015-08-21T21:37:53Z,Musical Instruments
40,42,1,11,1.5,2016-04-13T06:38:21Z,Musical Instruments
40,28,1,10,1,2016-08-18T22:04:40Z,Musical Instruments
20,261,1,18,1.5,2014-05-07T18:05:57Z,Musical Instruments
20,44,2,7,1,2014-02-02T20:57:55Z,Musical Instruments
40,4,1,27,1,2017-06-29T21:13:42Z,Musical Instruments
35,98,1,15,2,2014-03-16T18:28:46Z,Musical Instruments
35,19,2,12,1.5,2015-05-04T21:47:44Z,Musical Instruments
50,197,0,106,6.5,2015-04-15T20:24:35Z,Musical Instruments
20,58,4,47,2.5,2015-11-17T00:22:47Z,Musical Instruments
40,21,3,27,2,2016-09-20T15:32:31Z,Musical Instruments
50,92,3,71,1.5,2014-01-27T17:06:43Z,Musical Instruments
100,239,1,9,0.666666667,2016-03-14T16:42:12Z,Musical Instruments
95,5,2,45,4.5,2015-08-06T18:39:34Z,Musical Instruments
50,173,0,63,5,2015-04-15T17:47:17Z,Musical Instruments
20,10,1,8,2,2017-01-03T14:34:32Z,Musical Instruments
20,12,3,12,1.5,2014-08-18T22:06:31Z,Musical Instruments
20,54,7,69,3,2016-01-22T18:46:48Z,Musical Instruments
40,28,1,13,1,2016-12-22T17:49:15Z,Musical Instruments
25,238,3,22,1,2014-02-19T03:46:50Z,Musical Instruments
25,512,3,151,2.5,2014-11-03T19:25:35Z,Musical Instruments
50,177,3,102,7.5,2015-04-15T17:12:37Z,Musical Instruments
50,61,5,36,7,2016-04-08T23:26:22Z,Musical Instruments
40,21,2,13,1,2017-05-30T13:17:58Z,Musical Instruments
50,115,6,53,2.5,2014-03-25T17:19:56Z,Musical Instruments
35,510,1,8,0.616666667,2015-08-13T20:35:46Z,Musical Instruments
50,147,4,39,1,2014-03-17T22:56:41Z,Musical Instruments
25,9,2,36,3,2017-06-22T21:08:35Z,Musical Instruments
30,5,1,16,2,2014-05-07T21:18:09Z,Musical Instruments
50,7,1,25,1.5,2013-02-22T18:19:38Z,Musical Instruments
50,4,0,16,4,2014-04-30T16:15:20Z,Musical Instruments
50,4,0,26,3,2014-05-19T17:00:39Z,Musical Instruments
30,4,0,9,1.5,2014-05-09T19:55:55Z,Musical Instruments
20,2,0,47,3.5,2016-02-18T19:19:38Z,Musical Instruments
50,3,1,20,3,2014-05-19T17:02:52Z,Musical Instruments
50,3,0,39,5.5,2014-04-30T16:21:42Z,Musical Instruments
50,3,0,19,3,2014-05-05T21:59:45Z,Musical Instruments
40,1,0,26,1.5,2016-05-16T18:46:15Z,Musical Instruments
20,1,1,38,2.5,2016-01-29T20:38:03Z,Musical Instruments
20,1,0,10,1,2015-03-24T18:59:20Z,Musical Instruments
100,9,1,45,4.5,2016-12-08T16:10:06Z,Musical Instruments
40,44,0,11,1.5,2016-04-12T23:21:42Z,Musical Instruments
20,13,1,72,2,2015-04-10T21:07:56Z,Musical Instruments
25,17,1,7,2,2014-04-22T00:50:00Z,Musical Instruments
20,118,0,5,1,2015-03-23T22:49:58Z,Musical Instruments
25,5,1,11,2,2016-02-22T17:33:15Z,Musical Instruments
20,11,1,48,1,2014-05-14T01:21:57Z,Musical Instruments
20,113,0,24,1.5,2015-01-03T04:18:17Z,Musical Instruments
50,36,0,42,6.5,2016-04-08T23:34:17Z,Musical Instruments
95,10,3,39,3,2016-04-27T17:25:32Z,Musical Instruments
50,12,0,321,3.5,2016-12-27T14:50:10Z,Musical Instruments
20,78,0,18,1.5,2013-11-18T20:23:02Z,Musical Instruments
105,31,4,92,4,2017-05-24T17:03:41Z,Musical Instruments
50,205,11,77,5,2015-04-15T16:32:47Z,Musical Instruments
20,213,4,11,2.5,2015-10-26T19:19:34Z,Musical Instruments
40,33,3,20,1.5,2016-08-13T12:50:31Z,Musical Instruments
20,284,3,12,1,2016-05-30T18:19:12Z,Musical Instruments
50,8,2,16,1,2017-06-20T19:53:50Z,Musical Instruments
50,98,6,73,5.5,2015-01-01T01:25:10Z,Musical Instruments
20,119,8,26,3.5,2013-10-02T02:34:36Z,Musical Instruments
35,45,5,15,1.5,2016-02-15T18:55:28Z,Musical Instruments
20,297,7,7,2.5,2013-10-07T15:34:58Z,Musical Instruments
30,137,2,43,4.5,2016-06-13T15:00:33Z,Musical Instruments
60,112,7,63,5.5,2016-01-18T17:07:29Z,Musical Instruments
20,28,7,72,4,2016-01-22T18:49:15Z,Musical Instruments
50,79,3,25,1.5,2016-06-23T16:37:38Z,Musical Instruments
25,333,5,40,3,2014-05-28T19:07:38Z,Musical Instruments
50,48,3,61,8,2016-04-08T23:08:08Z,Musical Instruments
20,41,1,13,1,2015-12-28T20:45:10Z,Musical Instruments
35,209,5,19,1.5,2014-10-10T08:05:42Z,Musical Instruments
50,119,4,32,5.5,2016-04-08T23:06:53Z,Musical Instruments
115,139,8,104,5.5,2015-06-26T22:34:55Z,Musical Instruments
35,41,2,11,1.5,2016-02-14T22:09:55Z,Musical Instruments
50,95,3,30,6,2016-04-08T22:28:18Z,Musical Instruments
50,184,4,82,4,2014-03-26T04:01:28Z,Musical Instruments
20,8,1,9,1,2017-03-16T22:39:09Z,Musical Instruments
50,376,9,86,5.5,2014-03-17T18:21:36Z,Musical Instruments
20,37,7,6,1.5,2017-03-15T16:20:15Z,Musical Instruments
20,169,3,16,2,2013-10-21T13:48:20Z,Musical Instruments
20,20,6,12,0.716666667,2017-03-16T22:57:47Z,Musical Instruments
80,89,6,12,0.666666667,2016-06-26T23:42:59Z,Musical Instruments
45,98,5,14,2,2016-02-13T02:57:32Z,Musical Instruments
